"";"Gen_1";"Gen_2";"Gen_3";"Gen_4";"Gen_5";"Gen_6";"Gen_7";"Gen_8";"Gen_9";"Gen_10";"Gen_11";"Gen_12";"Gen_13";"Gen_14";"Gen_15";"Gen_16";"Gen_17";"Gen_18";"Gen_19";"Gen_20";"Gen_21";"Gen_22";"Gen_23";"Gen_24";"Gen_25";"Gen_26";"Gen_27";"Gen_28";"Gen_29";"Gen_30";"Gen_31";"Gen_32";"Gen_33";"Gen_34";"Gen_35";"Gen_36";"Gen_37";"Gen_38";"Gen_39";"Gen_40";"Gen_41";"Gen_42";"Gen_43";"Gen_44";"Gen_45";"Gen_46";"Gen_47";"Gen_48";"Gen_49";"Gen_50"
"mostra339";6,48;2,42;38,56;56,56;3,26;59,87;0;7,82;20,28;35,52;0,11;24,82;12,12;45,15;18,87;2,48;63,15;64,56;3,53;4,49;13,28;5,87;14,26;3,1;37,525;118,256;22,24;22,74;14,19;57,42;49,25;62,5;59,63;8,88;26,73;0,39;1,596;46,56;72,75;7,31;8,96;48,62;160,436;4,06;3,16;3,02;66,62;0;7,86;0
"mostra340";7,4;38,68;39,8;59,8;10,33;69,4;0;2,72;9,66;30,27;10,35;8,67;4,94;32,06;18,46;10,8;52,06;61,6;16,91;28,16;22,45;0,65;36,66;13,44;12,032;10,032;2,79;15,9;38,34;58,13;40,11;63,57;60,15;20,83;25,46;33,21;3,376;41,6;65,74;5,29;14,99;40,23;43,888;10,28;9,46;59,07;60,23;0;19,16;0
"mostra341";12,59;26,11;56,08;66,08;7,05;64,02;0;7,18;23,3;5,51;3,84;24,81;0,81;46,67;21,2;33,87;56,67;62;1,85;17,62;13,02;2,97;44,67;2;34,518;41,404;6,07;7,66;12,95;68,61;42,76;60,21;63,25;7,26;77,4;8,98;57,75;52;62,95;4,59;5,2;48,78;5,676;11,55;17,25;24,64;58,78;0;38,28;0
"mostra342";1,49;85,18;52,33;62,33;30,03;70,7;0;0,81;4,75;6,67;1,31;5,74;17,96;64,05;17,3;23,35;74,05;60,81;65,75;8,42;4,61;14,63;0,59;22,81;123,656;88,868;25,03;13,04;40,48;65,95;57,82;64,06;69,23;2,17;21,56;29,97;23,595;50,81;65,33;2,03;4,64;49,03;17,173;6,25;1,61;13,4;59,03;0;5,22;0
"mostra343";0,53;11;52,04;70,04;28,3;57,49;0;32,96;20,03;20,68;26,75;29,97;7,89;41,42;20,02;4,82;59,42;66,8;56,58;54,93;7,61;1,2;8,93;13,14;26,505;32,851;109,92;6,29;22,24;60,04;48,49;66,89;65,84;10,03;8,85;22,47;9,671;48,8;70,91;4,37;29,38;51,95;149,796;28,9;2,55;5,06;69,95;0;13,35;0
"mostra344";12,58;11,42;42,74;62,74;19,32;59,22;0;21,23;26,93;12,41;31,13;10,87;9,13;42,74;11,43;60,76;62,74;54,61;2,02;9,31;21,02;39,44;8,52;7,51;74,56;21,136;19,43;9,69;3,61;53,97;44,16;65,38;63,02;5,61;31,04;11,28;12,048;34,61;61,26;24,67;1,41;37,48;8,944;48,21;0,67;52,5;57,48;0;4,56;0
"mostra345";12,44;14,52;54,91;64,91;14,24;63,28;0;11,15;20,12;22,08;38,11;6,33;28,86;48,81;60,39;18,09;58,81;68,31;89,06;14;17,72;1,85;7,43;43,16;15,752;27,236;2,74;8,8;19,71;55,59;52,87;68,84;61,21;22,02;40,47;29,59;25,652;58,31;61,08;7,91;8,02;42,36;0,286;13,45;17,22;6,91;52,36;0;5,18;0
"mostra346";27,11;2,23;60,67;70,67;13,71;62,97;0;27,84;24,1;9,36;19,87;3,83;22,88;49,12;30,53;8,21;59,12;59,38;3,93;13,37;7,63;3,82;2,62;20,03;16,692;71,24;3,75;9,86;42,56;69,85;63,24;58,49;65,56;18,67;14,21;11,38;7,748;49,38;62,77;19,78;0,15;53,62;84,149;23,16;5,24;7,86;63,62;0;9,91;0
"mostra347";12,56;7,4;46,34;64,34;60,17;61,44;0;0,18;2,8;1,14;23,49;41,54;9,63;50,41;20,99;37,24;68,41;72,21;26,28;0,21;44,85;16,28;9,1;40,04;7,087;19,247;23,29;10,41;19,69;65,93;47,75;57,49;63,9;12,85;19,13;8,95;83,277;54,21;67,19;18,53;56,23;40,76;6,536;39,48;13,46;24,23;58,76;0;10,86;0
"mostra348";21,97;3,75;37,48;57,48;27,79;56,23;0;4,4;22,54;12,24;19,42;85,58;21,92;49,46;11,16;14,35;69,46;43,83;8,14;31,28;16,62;13,26;5,5;3,21;37,68;1,824;15,52;0,19;4,89;46,69;33,78;71,25;55,03;11,83;2,63;6,02;13,648;23,83;60,43;43,25;16,75;38,5;42,176;27,92;18,96;4,24;58,5;0;13,55;0
"mostra349";3,66;30,81;51,58;61,58;7,78;57,16;0;18,38;68,47;17,21;0,34;18,79;62,36;44,06;9,63;29,67;54,06;61,38;5,13;11,33;14,63;27,64;18,57;3,58;36,762;7,304;17,46;14,93;6,25;58,1;44,88;60,26;59,71;13,17;11,25;35,7;69,3;51,38;60,78;1,4;0,81;52,46;131,296;21,19;14,97;57,31;62,46;0;6,75;0
"mostra350";28,21;35,47;51,98;61,98;3,49;56,72;0;4,59;80,3;44,8;11,78;17,3;13,72;53,17;15,45;30,88;63,17;80,22;35,22;42,36;17,13;25,71;21,65;20,14;28,574;1,508;31,1;41,79;23,48;63,57;51,13;63,61;64,66;22,03;14,42;5,86;46,345;70,22;53,29;3,21;15,31;57,58;21,151;45,19;30,76;9,09;67,58;0;12,8;0
"mostra351";92,37;14,84;42,96;60,96;12,55;66,44;0;2,68;65,4;13,39;3,97;57,91;4,31;40,24;56,39;12,3;58,24;68,56;56,58;3,48;35,36;1,38;3,76;12,6;14,269;52,801;15,06;54,79;5,73;53,41;42,99;61,89;66,43;16,67;9,05;1,07;78,09;50,56;62,93;2,49;38,79;46,45;3,591;78,08;32,62;18,14;64,45;0;39,16;0
"mostra352";15,17;1,44;45,3;65,3;29,2;49,2;0;30,02;0,51;45,18;1,4;2,21;42,11;35,61;14,41;4,56;55,61;58,73;37,14;4,11;32,62;13,8;38,52;18,9;37,216;38,576;4,72;34,4;1,45;59,87;40,85;60,99;58,94;1,13;31,53;23,93;23,328;38,73;55,33;2,51;44,23;44,11;7,504;7,48;5,52;13,85;64,11;0;99,99;0
"mostra353";0,54;39,59;42,46;52,46;26,72;66,36;0;31,37;22,99;6,35;15,91;1,14;31,39;51,92;7,51;12,89;61,92;62,53;4,19;1,96;3,58;17,73;20,95;11,61;21,912;147,576;35,34;27,36;5,88;64,98;49,92;60,55;50,26;17,79;4,26;13,85;126,038;52,53;64,77;11,1;7,29;51,77;59,29;5,12;30,56;1,72;61,77;0;0,78;0
"mostra354";21,79;11,73;57,79;67,79;49,4;65,71;0;44,08;35,66;18,58;10,84;21,5;17,55;56,77;21,91;17,92;66,77;66,18;28,08;2,34;108,73;6,25;22,04;54,15;69,173;1,872;13,59;14,84;36,25;64,48;63,03;64,08;72,44;12,74;28,51;0,6;2,795;56,18;63,61;2,39;26,95;52,94;24,804;10,65;0,21;4,83;62,94;0;8,02;0
"mostra355";11,05;5,86;46,63;64,63;38,5;70,18;0;9,14;50,98;17,57;31,95;24,61;4,5;50,63;22,08;3,4;68,63;63,16;0,62;4,27;10,91;23,46;18,15;1,98;44,916;45,657;13,58;0,54;5,39;64,27;44,04;65,83;56,36;11,11;7,4;2,15;4,066;45,16;54,37;33,51;32,45;51,67;51,509;13,3;15,75;31,16;69,67;0;18,61;0
"mostra356";98,9;26,98;45,49;65,49;12,9;57,85;0;21,96;3,4;12;3,16;1,85;3,11;39,44;4,57;0,34;59,44;60,15;54,2;9,82;45,54;41,38;0,98;34,98;44,96;16,832;38,07;8,08;45,69;59,83;43,37;57,12;61,72;16,24;0,64;12,02;74,72;40,15;57,22;2,43;45,13;35,75;41,008;21,51;0,16;36,91;55,75;0;0,24;0
"mostra357";3,63;16,85;51,03;61,03;41,85;59,04;0;2,97;16,05;9,62;20,35;30,58;7,38;53,33;27,43;4,92;63,33;61,74;44,85;9,72;8,43;7,61;2,21;5,71;43,098;49,83;14,08;7,14;7,45;57,7;45,32;64,32;67,26;4,81;1,29;28,54;52,338;51,74;59,17;0,61;26,65;49,91;73,326;0,34;38,58;29,22;59,91;0;2,95;0
"mostra358";7,06;13,34;55,71;65,71;27,22;71,63;0;7,88;8,87;15,45;0,73;17,76;3,18;56,6;17,97;29,16;66,6;64,83;0,48;16,14;12,51;6,06;47,54;3,68;3,302;12,077;70,1;18,8;52,65;67,56;49,21;64,59;68,79;16,99;7,19;18,27;25,688;54,83;59,09;48,66;29,79;56,72;33,995;28,95;32,11;4,39;66,72;0;5,96;0
"mostra359";39,06;11,03;55,31;73,31;11,05;63,69;0;1,79;10,19;26,73;8,58;0,19;12,41;41,75;34,89;12,09;59,75;57,43;35,8;16,81;11,4;8,69;3,47;38,38;6,935;8,284;15,52;64,17;24;58,14;39,03;61,23;59,16;6,46;1,15;21,37;17,689;39,43;59,35;55,2;6,25;40,49;102,828;38,85;50,52;43,27;58,49;0;9,15;0
"mostra360";11,78;18,71;34,17;54,17;19,76;57,25;0;13,03;17,92;89,27;2,47;18,27;4,8;49,74;8,01;2,31;69,74;62,97;93,47;14,65;0,64;9,86;23,99;1,85;24,4;10,384;1,14;13,27;59,09;68,21;39,87;59,61;59,55;35,76;9,33;15,61;22,144;42,97;54,92;57,67;111,62;35,23;21,088;94,96;43,31;11,76;55,23;0;3,81;0
